Model,RMSE,R2,Adjusted_R2
"ARIMA(1,1,1)",56.81924750146871,0.5820578604795599,
Exponential Smoothing,63.367304689032146,0.43903598527034293,
Linear Regression,77.30647946966019,0.19542939648743285,0.1588580054186799
Naïve Forecast,49.125,0.6998201114753724,
Prophet,80.58611352943338,0.0335668305749075,
