Model,RMSE,R2,Adjusted_R2
"ARIMA(1,1,1)",54.07508402662325,0.687312731826986,
Exponential Smoothing,55.36304075499084,0.6833761615667151,
Linear Regression,54.46159842909054,0.7333924948188733,0.7212739718560948
Naïve Forecast,40.75,0.7837563871369349,
Prophet,56.896749062264284,0.7149651347444532,
